"Official_ID","Name","Name_Cyrillic","Territory","Role","Level","Location","Year_Start","Year_End","Status","Origin"
"OFC-1046","Podustov Oleg Sergeevich","Подустов Олег Сергеевич","DPR","First Deputy Head of Khartsyzsk City Administration (Housing/Communal Services)","District","Khartsyzsk","2020","","Yes","Local DPR city official"
"OFC-1047","Mikhalenko Yuliya Aleksandrovna","Михаленко Юлия Александровна","DPR","Deputy Head of Khartsyzsk City Administration","District","Khartsyzsk","2024 (at least)","","Yes","Local DPR city official"
"OFC-1048","Rogozhina Viktoriya Sergeevna","Рогожина Виктория Сергеевна","DPR","Managing Affairs, Khartsyzsk City Administration","District","Khartsyzsk","2021 (at least)","","Yes","Local DPR city official"
"OFC-1049","Rachek Yuliya Mikhaylovna","Рачек Юлия Михайловна","DPR","First Deputy Head of Yasinovatka Municipal District Administration","District","Yasinovatka","2022 (at least)","","Yes","Local DPR city official"
"OFC-1050","Penyaev Aleksandr Mikhaylovich","Пеняев Александр Михайлович","DPR","Deputy Head of Yasinovatka Municipal District Administration","District","Yasinovatka","2022 (at least)","","Yes","Local DPR city official"
"OFC-1051","Lisovenko Karolina Yurevna","Лисовенко Каролина Юрьевна","DPR","Deputy Head of Yasinovatka Municipal District Administration","District","Yasinovatka","2022 (at least)","","Yes","Local DPR city official"
"OFC-1052","Bogdanova Irina Sergeevna","Богданова Ирина Сергеевна","DPR","Deputy Head of Yasinovatka Municipal District Administration","District","Yasinovatka","2022 (at least)","","Yes","Local DPR city official"
"OFC-1053","Polyanskaya Anna Vladimirovna","Полянская Анна Владимировна","DPR","Managing Affairs, Yasinovatka Municipal District Administration","District","Yasinovatka","2024 (at least)","","Yes","Local DPR city official"
"OFC-1054","Epifanov Vladimir Anatolevich","Епифанов Владимир Анатольевич","Zaporizhzhia Oblast","Deputy of 1st Convocation, Zaporizhzhia Oblast Legislative Assembly","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1055","Khomenko Ruslan Anatolevich","Хоменко Руслан Анатольевич","Kherson Oblast","Head of Aleshky Municipal District, Kherson Oblast (occupation)","District","Aleshky","2024","","Yes","Kherson Oblast-based local official"
"OFC-1056","Baranovskaya Olga Nikolaevna","Барановская Ольга Николаевна","Kherson Oblast","Head of Velyka Lepetykha Municipal District, Kherson Oblast (occupation)","District","Velyka Lepetykha","2023","","Yes","Kherson Oblast-based local official"
"OFC-1057","Vasyutinskiy Vitaliy Pavlovich","Васютинский Виталий Павлович","Kherson Oblast","Head of Verkhniy Rohachyk Municipal District, Kherson Oblast (occupation)","District","Verkhniy Rohachyk","2023","","Yes","Kherson Oblast-based local official"
"OFC-1058","Semyakina Yulіya Vіktorіvna","Семякина Юлія Вікторівна","Kherson Oblast","Head of Henichesk Municipal District, Kherson Oblast (occupation)","District","Henichesk","2025","","Yes","Kherson Oblast-based local official"
"OFC-1059","Titarenko Vitaliy Valerevich","Титаренко Виталий Валерьевич","Kherson Oblast","Head of Holoprystansky Municipal District, Kherson Oblast (occupation)","District","Hola Prystan","2023","","Yes","Kherson Oblast-based local official"
"OFC-1060","Turulev Yuriy Valerevich","Турулев Юрий Валерьевич","Kherson Oblast","Head of Hornostaivka Municipal District, Kherson Oblast (occupation)","District","Hornostaivka","2023","","Yes","Kherson Oblast-based local official"
"OFC-1061","Malyonkin Aleksey Petrovich","Малёнкин Алексей Петрович","Kherson Oblast","Head of Ivanivka Municipal District, Kherson Oblast (occupation)","District","Ivanivka","2024","","Yes","Kherson Oblast-based local official"
"OFC-1062","Perelovich Galina Yanoshevna","Перелович Галина Яношевна","Kherson Oblast","Acting Head of Kalanchak Municipal District, Kherson Oblast (occupation)","District","Kalanchak","2025","","Yes","Kherson Oblast-based local official"
"OFC-1063","Nikitenko Vladislav Viktorovich","Никитенко Владислав Викторович","Kherson Oblast","Head of Nyzhni Sirohozy Municipal District, Kherson Oblast (occupation)","District","Nyzhni Sirohozy","2023","","Yes","Kherson Oblast-based local official"
"OFC-1064","Oganesov Vladimir Shagenovich","Оганесов Владимир Шагенович","Kherson Oblast","Acting Head of Nova Kakhovka City District, Kherson Oblast (occupation)","City","Nova Kakhovka","2025","","Yes","Kherson Oblast-based local official, born in Russia"
"OFC-1065","Kuzmenko Evgeniya Nikolaevna","Кузьменко Евгения Николаевна","Kherson Oblast","Head of Novotroitske Municipal District, Kherson Oblast (occupation)","District","Novotroitske","2023","","Yes","Kherson Oblast-based local official"
"OFC-1066","Dudka Aleksandr Petrovich","Дудка Александр Петрович","Kherson Oblast","Head of Skadovsk Municipal District, Kherson Oblast (occupation)","District","Skadovsk","2023","","Yes","Kherson Oblast-based local official"
"OFC-1067","Pulyaeva Liliya Anatolevna","Пуляева Лилия Анатольевна","Kherson Oblast","Head of Chaplynka Municipal District, Kherson Oblast (occupation)","District","Chaplynka","2023","","Yes","Kherson Oblast-based local official"
"OFC-1068","Svechnikov Aleksandr Valerevich","Свечников Александр Валерьевич","Kherson Oblast","Acting First Deputy Minister of Property and Land Relations, Kherson Oblast","Sector","Henichesk","2024 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1069","Davidova Mariya Vyacheslavovna","Давидова Мария Вячеславовна","Kherson Oblast","Acting Deputy Minister of Property and Land Relations, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1070","Andreeva Angelina Davidovna","Андреева Ангелина Давидовна","Kherson Oblast","Acting Deputy Minister of Property and Land Relations, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1071","Malaya Lyudmila Aleksandrovna","Малая Людмила Александровна","Kherson Oblast","Head (Managing Director) of Social Fund of Russia — Kherson Oblast Branch","Sector","Henichesk","2023","","Yes","From Russia (Russian Social Fund federal structure)"
"OFC-1072","Karaulova Yuliya Pavlovna","Караулова Юлия Павловна","Kherson Oblast","Deputy Head, Social Fund of Russia — Kherson Oblast Branch","Sector","Henichesk","2022","","Yes","From Russia (Russian Social Fund federal structure)"
"OFC-1073","Kuguk Viktoriya Anatolevna","Кугук Виктория Анатольевна","Kherson Oblast","Deputy Head, Social Fund of Russia — Kherson Oblast Branch","Sector","Henichesk","2022","","Yes","From Russia (Russian Social Fund federal structure)"
"OFC-1074","Akifeva Elena Evgenevna","Акифьева Елена Евгеньевна","Kherson Oblast","Deputy Head, Social Fund of Russia — Kherson Oblast Branch","Sector","Henichesk","2023 (at least)","","Yes","From Russia (Russian Social Fund federal structure)"
"OFC-1075","Mordachyova Irina Sergeevna","Мордачёва Ирина Сергеевна","Kherson Oblast","Head of Employment Service, Kherson Oblast","Sector","Henichesk","2024","","Yes","Kherson Oblast occupation official"
"OFC-1076","Kalyonov Georgiy Dmitrievich","Калёнов Георгий Дмитриевич","Kherson Oblast","First Deputy Minister of Industry and Trade, Kherson Oblast","Sector","Henichesk","2023 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1077","Krasulya Svetlana Valerevna","Красуля Светлана Валерьевна","Kherson Oblast","Deputy Minister of Industry and Trade, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1078","Saenko Marina Vladimirovna","Саенко Марина Владимировна","Kherson Oblast","Acting Deputy Minister of Industry and Trade, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1079","Larionov Vladimir Yurevich","Ларионов Владимир Юрьевич","Kherson Oblast","Acting First Deputy Minister of Health, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1080","Demedyuk Olga Ivanovna","Демедюк Ольга Ивановна","Kherson Oblast","Acting Deputy Minister of Health, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1081","Kolmykov Maksim Evgenevich","Колмыков Максим Евгеньевич","Kherson Oblast","First Deputy Minister of Economic Development, Kherson Oblast","Sector","Henichesk","","","Yes","Kherson Oblast occupation official"
"OFC-1082","Belik Sergey Yakovlevich","Белик Сергей Яковлевич","Kherson Oblast","Acting Deputy Minister of Economic Development, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1083","Korostelenko Maksim Sergeevich","Коростеленко Максим Сергеевич","Kherson Oblast","First Deputy Minister of Youth Policy, Kherson Oblast","Sector","Henichesk","2023 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1084","Krupnaya Darya Anatolevna","Крупная Дарья Анатольевна","Kherson Oblast","Deputy Minister of Youth Policy, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1085","Podsadnyy Aleksandr Sergeevich","Подсадный Александр Сергеевич","Kherson Oblast","Head of Mass Sport and Infrastructure Development Department, Ministry of Sport, Kherson Oblast","Sector","Henichesk","","","Yes","Kherson Oblast occupation official"
"OFC-1086","Bodnya Karina Alekseevna","Бодня Карина Алексеевна","Kherson Oblast","Head of Elite Sport Department, Ministry of Sport, Kherson Oblast","Sector","Henichesk","2026 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1087","Grigorev Roman Nikolaevich","Григорьев Роман Николаевич","Kherson Oblast","First Deputy Minister of Digital Development and Mass Communications, Kherson Oblast","Sector","Henichesk","2023 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1088","Glukhova Elena Mikhaylovna","Глухова Елена Михайловна","Kherson Oblast","Deputy Minister of Digital Development and Mass Communications, Kherson Oblast","Sector","Henichesk","","","Yes","Kherson Oblast occupation official"
"OFC-1089","Kalnaus Oleg Robertovich","Калнаус Олег Робертович","Kherson Oblast","Acting Head of Veterinary Administration, Kherson Oblast","Sector","Henichesk","2023","","Yes","Kherson Oblast occupation official"
"OFC-1090","Musienko Viktor Ivanovich","Мусиенко Виктор Иванович","Kherson Oblast","Deputy Head of Veterinary Administration, Kherson Oblast","Sector","Henichesk","","","Yes","Kherson Oblast occupation official"
"OFC-1091","Kalashnikova Oksana Aleksandrovna","Калашникова Оксана Александровна","Kherson Oblast","Head of Internal Policy Administration, Kherson Oblast","Regional","Henichesk","2023","","Yes","Kherson Oblast occupation official"
"OFC-1092","Bulyuk Igor Vitalevich","Булюк Игорь Витальевич","Kherson Oblast","First Deputy Head of Internal Policy Administration, Kherson Oblast","Sector","Henichesk","2024 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1093","Gavrishchuk Svetlana Aleksandrovna","Гаврищук Светлана Александровна","Kherson Oblast","Deputy Head of Internal Policy Administration, Kherson Oblast","Sector","Henichesk","2025 (at least)","","Yes","Kherson Oblast occupation official"
"OFC-1094","Goltsov Dmitriy Evgenevich","Гольцов Дмитрий Евгеньевич","Kherson Oblast","Deputy Head of Internal Policy Administration, Kherson Oblast","Sector","Henichesk","2022 (as Deputy Head of the Police Department for the Korabelny District of Kherson)","","Yes","Kherson Oblast occupation official"
"OFC-1095","Nemtinov Evgeniy Viktorovich","Немтинов Евгений Викторович","Kherson Oblast","Acting Deputy Minister of Finance, Kherson Oblast","Sector","Henichesk","2022 (as Minister of Finance for the Kherson Region)","","Yes","Kherson Oblast occupation official"
"OFC-1096","Aleynova Anna Igorevna","Алейнова Анна Игоревна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1097","Andros Nikolay Vasilevich","Андрос Николай Васильевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia); coordinator of ""Healthy Future"" project","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1098","Ashcheulov Vladislav Viktorovich","Ащеулов Владислав Викторович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1099","Betin Viktor Anatolevich","Бетин Виктор Анатольевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1100","Gorlachev Evgeniy Sergeevich","Горлачев Евгений Сергеевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia); Director of Melitopol Regional Museum; Head of Melitopol Military-Historical Society","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1101","Doloman Roman Gennadevich","Доломан Роман Геннадьевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1102","Zubarev Maksim Yurevich","Зубарев Максим Юрьевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly; Chair of Committee on State Management and Local Government (United Russia); coordinator ""Russian Village"" project","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1103","Karchaa Renat Ivanovich","Карчаа Ренат Иванович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1104","Kovdrya Anastasiya Vitalevna","Ковдря Анастасия Витальевна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1105","Kuvachev Stepan Anatolevich","Кувачев Степан Анатольевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly; Chair of Committee on Culture, Sport, Tourism, Ecology and Youth (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1106","Kucherkov Aleksandr Aleksandrovich","Кучерков Александр Александрович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1107","Lyubeznyy Maksim Vladimirovich","Любезный Максим Владимирович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1108","Musenko Pavel Aleksandrovich","Мусенко Павел Александрович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1109","Novikova Lyudmila Viktorovna","Новикова Людмила Викторовна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly; Member of Regional Political Council (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1110","Paraskan Kristina Nikolaevna","Параскан Кристина Николаевна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1111","Pastushenko Nikolay Mikhaylovich","Пастушенко Николай Михайлович","Zaporizhzhia Oblast","First Deputy Chairman of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1112","Popov Mikhail Nikolaevich","Попов Михаил Николаевич","Zaporizhzhia Oblast","Deputy Chairman of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1113","Rozhkova Veronika Viktorovna","Рожкова Вероника Викторовна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1114","Saulenko Aleksandr Fedorovich","Сауленко Александр Федорович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1115","Skiba Anna Valerevna","Скиба Анна Валерьевна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1116","Starikov Roman Gennadevich","Стариков Роман Геннадьевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly; coordinator ""Historical Memory"" project (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1117","Stelmachenko Vladimir Anatolevich","Стельмаченко Владимир Анатольевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1118","Stepanov Vladislav Vitalevich","Степанов Владислав Витальевич","Zaporizhzhia Oblast","Deputy Chairman (Social Policy) of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1119","Stepanyuk Ekaterina Ivanovna","Степанюк Екатерина Ивановна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1120","Surotkina Darya Nikolaevna","Суроткина Дарья Николаевна","Zaporizhzhia Oblast","Leader of United Russia Faction; Chair of Budget and Economic Policy Committee, Zaporizhzhia Oblast Legislative Assembly","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1121","Tarantinov Anton Sergeevich","Тарантинов Антон Сергеевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1122","Trokay Elena Andreevna","Трокай Елена Андреевна","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly; coordinator ""World of Possibilities"" project (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1123","Tyurin Konstantin Vitalevich","Тюрин Константин Витальевич","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia); Director of MUP ""Teplo-Melitopol""","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1124","Yurchenko Sergey Nikolaevich","Юрченко Сергей Николаевич","Zaporizhzhia Oblast","Deputy Chair of Defence and Law Enforcement Committee, Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1125","Yarchuk Angelina Vladimirovna","Ярчук Ангелина Владимировна","Zaporizhzhia Oblast","Deputy Chairman of Zaporizhzhia Oblast Legislative Assembly; Member Regional Political Council (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1126","Kovganko Andrey Anatolevich","Ковганко Андрей Анатольевич","Zaporizhzhia Oblast","Deputy Chairman of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1127","Yasinskiy Aleksey Leonidovich","Ясинский Алексей Леонидович","Zaporizhzhia Oblast","Deputy of Zaporizhzhia Oblast Legislative Assembly (United Russia)","Regional","Melitopol","2023","","Yes","Zaporizhzhia Oblast-based local politician"
"OFC-1128","Abduraimov Enver Elimdarovich","Абдураимов Энвер Элимдарович","Kherson Oblast","Deputy, Kherson Oblast Duma (United Russia); Deputy Chair of Finance and Budget Committee","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1129","Barbashov Yuriy Vladislavovich","Барбашов Юрий Владиславович","Kherson Oblast","Deputy, Kherson Oblast Duma (United Russia); Member of Legislation and Local Government Committee","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1130","Gabrielyan Khoren Alikovich","Габриелян Хорен Аликович","Kherson Oblast","Deputy, Kherson Oblast Duma (United Russia); Member of Nationality Policy Committee","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1131","Gribovskaya Ekaterina Viktorovna","Грибовская Екатерина Викторовна","Kherson Oblast","Deputy, Kherson Oblast Duma (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1132","Grishin Aleksey Yurevich","Гришин Алексей Юрьевич","Kherson Oblast","Deputy, Kherson Oblast Duma (United Russia); Member of Finance and Budget Committee","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1133","Dmitruk Elena Leonidovna","Дмитрук Елена Леонидовна","Kherson Oblast","First Deputy Chairman of Kherson Oblast Duma (United Russia); coordinator ""Entrepreneurship"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1134","Kovalyov Yuriy Ivanovich","Ковалёв Юрий Иванович","Kherson Oblast","Deputy, Kherson Oblast Duma; Chair of Agriculture, Land and Ecology Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1135","Konovalov Vladimir Ivanovich","Коновалов Владимир Иванович","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Agriculture Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1136","Kosov Vladimir Viktorovich","Косов Владимир Викторович","Kherson Oblast","Deputy, Kherson Oblast Duma; Deputy Chair of Agriculture Committee (United Russia); coordinator ""Children's Sport"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1137","Kuzmin Evgeniy Sergeevich","Кузьмин Евгений Сергеевич","Kherson Oblast","Deputy, Kherson Oblast Duma; Deputy Chair of Social Policy Committee (United Russia); coordinator ""Healthy Future"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1138","Lebedkin Vladimir Ivanovich","Лебедкин Владимир Иванович","Kherson Oblast","Deputy, Kherson Oblast Duma; Deputy Chair of Nationality Policy Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1139","Maksimov Evgeniy Ivanovich","Максимов Евгений Иванович","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Finance Committee (United Russia); coordinator ""Culture of Small Homeland"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1140","Moroz Oksana Petrovna","Мороз Оксана Петровна","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Social Policy Committee; Deputy Secretary for Project Work (United Russia); coordinator ""Women's Movement"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1141","Osipenko Olga Nikolaevna","Осипенко Ольга Николаевна","Kherson Oblast","Deputy, Kherson Oblast Duma; Chair of Finance and Budget Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1142","Rubin Evgeniya Romanovna","Рубин Евгения Романовна","Kherson Oblast","Leader of United Russia Faction, Kherson Oblast Duma; Director of Askania-Nova Scientific Research Institute; coordinator ""Strong Family"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1143","Sabinov Andrey Pavlovich","Сабинов Андрей Павлович","Kherson Oblast","Deputy, Kherson Oblast Duma; Deputy Chair of Legislation and Local Government Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1144","Sivolonskaya Tatyana Borisovna","Сиволонская Татьяна Борисовна","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Agriculture Committee; coordinator ""Russian Village"" project (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1145","Sipko Yuliya Olegovna","Сипко Юлия Олеговна","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Nationality Policy Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1146","Telegin Igor Evgenevich","Телегин Игорь Евгеньевич","Kherson Oblast","Deputy, Kherson Oblast Duma; Chair of Social Policy Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1147","Tomilina Tatyana Yurevna","Томилина Татьяна Юрьевна","Kherson Oblast","Chairman (Speaker) of Kherson Oblast Duma; Deputy (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1148","Tropkin Pavel Mikhaylovich","Тропкин Павел Михайлович","Kherson Oblast","Deputy Chairman of Kherson Oblast Duma; First Deputy Secretary of Kherson ER regional branch (United Russia); coordinator ""Safe Roads"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1149","Fateeva Elvira Mikhaylovna","Фатеева Эльвира Михайловна","Kherson Oblast","Deputy, Kherson Oblast Duma; Rector of Kherson Academy of Continuing Education (United Russia); coordinator ""World of Possibilities"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1150","Fomin Aleksandr Aleksandrovich","Фомин Александр Александрович","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Finance and Budget Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1151","Kharitonov Andrey Nikolaevich","Харитонов Андрей Николаевич","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Economic Policy and Industry Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1152","Tsalikov Tamerlan Ruslanovich","Цаликов Тамерлан Русланович","Kherson Oblast","Deputy Chair of United Russia Faction; Chair of Legislation and Local Government Committee, Kherson Oblast Duma; coordinator ""Choice of the Strong"" project","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1153","Cherniy Igor Anatolevich","Черний Игорь Анатольевич","Kherson Oblast","Deputy, Kherson Oblast Duma; Member of Legislation and Local Government Committee (United Russia)","Regional","Henichesk","2023","","Yes","Kherson Oblast-based local politician"
"OFC-1154","Kovalchuk Egor Viktorovich","Ковальчук Егор Викторович","LNR","Chairman of the LNR Government (Prime Minister)","Regional","Luhansk","2024","","Yes","From Russia (Chelyabinsk Oblast)"
"OFC-1155","Govtvin Yuriy Nikolaevich","Говтвин Юрий Николаевич","LNR","First Deputy Chairman of the LNR Government","Regional","Luhansk","2019","","Yes","LNR government official"
"OFC-1156","Khortiv Sergey Ivanovich","Хортив Сергей Иванович","LNR","Head of Rubizhne City Administration (occupation), LNR","City","Rubizhne","2020","","Yes","Born Molodohvardiysk, Luhansk Oblast (former Ukrainian elected mayor)"
"OFC-1157","Sukhachev Andrey Valerevich","Сухачев Андрей Валерьевич","LNR","Head of Sverdlovsk (Dovzhansk) Municipal District Administration, LNR","City","Sverdlovsk (Dovzhansk)","2016","","Yes","Local LNR city official"
"OFC-1158","Sergeeva Viktoriya Ivanovna","Сергеева Виктория Ивановна","LNR","Head of Kirovsk City Administration (occupation), LNR","City","Kirovsk","2021","","Yes","Local LNR city official"
"OFC-1159","Solovev Sergey Vitalevich","Соловьев Сергей Витальевич","LNR","Head of Krasny Luch City Administration (occupation), LNR","City","Krasny Luch","2023","","Yes","Local LNR city official"
"OFC-1160","Dreev Pavel Pavlovich","Дреев Павел Павлович","LNR","Acting Head of Sievierodonetsk City Administration (occupation), LNR","City","Sievierodonetsk","2025","","Yes","Local LNR city official"
"OFC-1161","Sakhnenko Eduard Valerevich","Сахненко Эдуард Валерьевич","LNR","Head of Lysychansk City Administration (occupation), LNR","City","Lysychansk","2023","","Yes","Local Lysychansk resident (pre-occupation mining industry)"
