date,quarter,channel,region_group,hub_themes,topics,summary,media_type
2026-05-05,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Reports over 40 weightlifters from Mariupol and surrounding regions competed.,video/audio transcript
2026-05-05,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Credits journalists for coverage.,video/audio transcript
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Identity Culture and Religion;Education and Militarisation,,Reports icon of Saint Matrona of Moscow delivered from Russia to Petro-Pavlovsky Cathedral in Luhansk by veterans' honour guard.,text post
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Governance,,Reports 43-year-old Markovo resident died from shelling injuries despite doctor efforts and Moscow specialist consultations.,text post
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,,"Profiles Natalia Zakharova, Stakhanov resident, highlighting traditional craftwork and textile artistry heritage.",text post
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Education and Militarisation,,Reports Russian education ministry proposes restricting postgraduate students to their undergraduate specialisation.,text post
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,fuel,Russian source reports Ukrainian drone attacks petrol station in Pervomaysk; no casualties reported.,text post
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,,Russian source warns of phishing SMS scams impersonating Telegram; advises against clicking suspicious links.,text post
2026-05-05,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,reconstruction,Announces construction of an eco-village with one hundred seven wooden homes in Luhansk.,text post
2026-05-05,Q2-2026,Образ будущего,Zaporizhzhia,Governance,evacuation,Reports that at least fifteen Ukrainian FPV drones attacked Energodar administration; claims most were intercepted and no casualties.,text post
2026-05-05,Q2-2026,Олег Царёв,Zaporizhzhia,Governance;Economics;Civilian Life;Front / SVO (non-Hub),fuel;reconstruction;strikes on military targets,Front-line situation report dated 5 May covering extensive combat operations across theatre.,video/audio transcript
2026-05-05,Q2-2026,Олег Царёв,Zaporizhzhia,Governance;Economics;Civilian Life;Front / SVO (non-Hub),fuel;reconstruction;strikes on military targets,Front-line situation report dated 5 May covering multi-sector operations and tactical assessments.,text post
2026-05-05,Q2-2026,Операция Z: Военкоры Русской Весны,Crimea/Sevastopol,Governance;Education and Militarisation,,Claims Russian forces repelled Ukrainian attack in Sevastopol; four drones downed; no civilian casualties.,text post
2026-05-05,Q2-2026,Оплот ТВ,Zaporizhzhia,Governance;Identity Culture and Religion,,Reports opening of memorial to SVO soldiers in Melitopol symbolising sacrifice and hope for peaceful future.,video/audio transcript
2026-05-05,Q2-2026,Оплот ТВ,Donetsk (DPR),Coercion Resistance and Security,,Reports Russian National Guard team won athletics tournament between security agencies.,video/audio transcript
2026-05-05,Q2-2026,Оплот ТВ,Donetsk (DPR),,,Announces municipal competition stage occurring in nearby city with plans for further regional events.,video/audio transcript
2026-05-05,Q2-2026,Оплот ТВ,Donetsk (DPR),,,Lists multiple cities in Donetsk region including Mariupol and Gorlovka.,video/audio transcript
2026-05-05,Q2-2026,Открытый эфир. Ток-шоу,Zaporizhzhia,Education and Militarisation,strikes on military targets,Discusses artillery operations and alleged supply line destruction.,video/audio transcript
2026-05-05,Q2-2026,Охранитель,Zaporizhzhia,Governance;Education and Militarisation,,Reports that Energodar faces tense situation following Ukrainian attack with multiple hits on administration building and ongoing threat.,video/audio transcript
2026-05-05,Q2-2026,Репортёр Руденко V,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims drone strikes disrupted Ukrainian military movement.,text post
2026-05-05,Q2-2026,Репортёр Руденко V,Zaporizhzhia,,strikes on military targets,Claims Msta-S self-propelled howitzer destroyed Ukrainian mortar positions and strong points.,text post
2026-05-05,Q2-2026,События,Crimea/Sevastopol,,,References letter from Kerch directing troops to Sevastopol.,video/audio transcript
2026-05-05,Q2-2026,События,Zaporizhzhia,Civilian Life;Front / SVO (non-Hub),fuel;strikes on military targets,Reports Russian military strikes; claims response to Ukrainian attacks.,video/audio transcript
2026-05-05,Q2-2026,Соловьёв LIVE,Luhansk (LPR),Economics;Front / SVO (non-Hub),strikes on military targets,Reviews archived video records of a purported French mercenary serving with Ukrainian forces as a combat medic.,video/audio transcript
2026-05-05,Q2-2026,Соловьёв LIVE,Zaporizhzhia,Governance;Economics;Civilian Life;Identity Culture and Religion;Education and Militarisation;Coercion Resistance and Security,electricity and power;evacuation;reconstruction;strikes on military targets,Weather report covering forest fire season escalation across south-western United States.,video/audio transcript
2026-05-05,Q2-2026,ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉,Crimea/Sevastopol,Governance;Education and Militarisation,,Claims air defences downed twelve Ukrainian drones in Sevastopol region.,text post
2026-05-05,Q2-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Asks what government programmes currently implemented in Crimea.,video/audio transcript
2026-05-05,Q2-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Makes exclamation about Crimean musical ensemble.,video/audio transcript
2026-05-05,Q2-2026,Украина.ру,Zaporizhzhia,,,Reports drone attack campaign across multiple regions.,video/audio transcript
2026-05-05,Q2-2026,Фронтовая птичка,Donetsk (DPR),Front / SVO (non-Hub),,"Reports Russian forces conducting air operations, destroying Ukrainian command posts and ammunition stocks.",text post
2026-05-05,Q2-2026,Херсонский Вестник,Kherson,Civilian Life;Education and Militarisation,,Reports Ukrainian shelling Kherson region civilian areas duplicate shelling report.,text post
2026-05-05,Q2-2026,Херсонский Вестник,Kherson,,,Claims Ukrainian military conscription officers fired on civilians during recruitment operation in Rivne region.,text post
2026-05-05,Q2-2026,Херсонский Вестник,Kherson,,,"Reports Russian strike killed deputy commander of Ukrainian 162nd Brigade in Akhtyrkа, Sumy region.",text post
2026-05-05,Q2-2026,ЧВК Медиа,Zaporizhzhia,Governance,,Reports on Zaporizhzhia nuclear facility and Energodar city developments.,text post
2026-05-06,Q2-2026,,Zaporizhzhia,Governance,,"Reports approximately 20 Ukrainian attacks on Energodar; civilian buildings damaged, no casualties reported.",text post
2026-05-06,Q2-2026,,Zaporizhzhia,,strikes on military targets,Claims T-80BVM tank crews destroyed Ukrainian strong points in Zaporizhzhia oblast.,video/audio transcript
2026-05-06,Q2-2026,,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims strike drones prevented Ukrainian assault group deployment in Zaporizhzhia oblast.,text post
2026-05-06,Q2-2026,,Zaporizhzhia,,strikes on military targets,"Russian artillery claims breakthrough of Ukrainian defence and destruction of positions, Zaporizhzhia.",text post
2026-05-06,Q2-2026,,Zaporizhzhia,,,Reports TASS photographer attacked by Ukrainian drone in Vasilievka during declared truce.,text post
2026-05-06,Q2-2026,,Zaporizhzhia,Governance,,Governor reports ten targeted Ukrainian attacks on Zaporizhzhia oblast; two women injured.,text post
2026-05-06,Q2-2026,,Crimea/Sevastopol,,,Notes new waterfall appeared on Yalta-Sevastopol highway.,text post
2026-05-06,Q2-2026,,Crimea/Sevastopol,,,Reports repulsion of Ukrainian drone attack on Crimea through mobile fire group perspective.,text post
2026-05-06,Q2-2026,,Crimea/Sevastopol,,,Reports celebrity couple honeymooned in Crimea and visited peninsula three times in past year.,text post
2026-05-06,Q2-2026,,Crimea/Sevastopol,Governance;Accountability and Legal,,Reports five civilians killed in drone attack on Dzhankoi; authorities investigating.,text post
2026-05-06,Q2-2026,,Zaporizhzhia,Governance;Civilian Life,reconstruction,Reports that Ukrainian forces attacked Energodar's administration building and residential areas after declared ceasefire announcement.,text post
2026-05-06,Q2-2026,,Kherson,,,Reports Russian military drone laid flowers at unknown soldier monument in Ukrainian-held Kherson.,video/audio transcript
2026-05-06,Q2-2026,60 минут,Zaporizhzhia,,,Claims ceasefire failed; Russia continues attacks.,video/audio transcript
2026-05-06,Q2-2026,ANNA NEWS,Kherson,,,Reports Russian forces delivered flowers to war memorial in Ukrainian-controlled Kherson via drone on Victory Day eve.,video/audio transcript
2026-05-06,Q2-2026,Dambiev,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims destroyed Australian M1A1 Abrams tank used by Ukrainian 425th assault battalion near Huliaipole in Zaporizhzhia oblast.,text post
2026-05-06,Q2-2026,Donrf,Zaporizhzhia,,,"Ukrainian forces continue large-scale assault on Energodar, claims report.",text post
2026-05-06,Q2-2026,FRONTовые Zаметки,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,"Reports multiple drone strikes eliminated Ukrainian assault units and disrupted rotations across Zaporizhzhia, Dnipropetrovsk sectors.",text post
2026-05-06,Q2-2026,Inside 🅉 Donetsk,Zaporizhzhia,,strikes on military targets,Claims Russian strike drones destroyed Ukrainian drone control points in Zaporizhzhia oblast.,video/audio transcript
2026-05-06,Q2-2026,Lomovka,Zaporizhzhia,Governance;Economics;Identity Culture and Religion,reconstruction,Reports that Russian presidential administration official visited power station and Energodar following Ukrainian drone attacks.,video/audio transcript
2026-05-06,Q2-2026,Readovka,Zaporizhzhia,Governance;Economics;Civilian Life;Identity Culture and Religion,reconstruction,Reports that Russian presidential administration deputy visited the power station and Energodar following Ukrainian drone attacks.,video/audio transcript
2026-05-06,Q2-2026,WarDonbass,Kherson;Zaporizhzhia,Accountability and Legal;Front / SVO (non-Hub),,"Reports night strikes by drones, missiles and bombs on Dnipropetrovsk, Kharkiv, Sumy regions and occupied territories.",video/audio transcript
2026-05-06,Q2-2026,АГС_Донбасса,Zaporizhzhia,Front / SVO (non-Hub),,Reports Russian forces occupied new positions east of Vozdizhevka in Zaporizhzhia oblast.,text post
2026-05-06,Q2-2026,АГС_Донбасса,Zaporizhzhia,,fuel;strikes on civilians,Reports multiple casualties; claims active combat operations.,text post
2026-05-06,Q2-2026,АГС_Донбасса,Kherson,Economics;Education and Militarisation;Front / SVO (non-Hub),strikes on civilians;strikes on military targets,"Russian military summary reiterates claims of drone shootdowns, strikes on infrastructure, ground advances, and civilian casualties.",text post
2026-05-06,Q2-2026,Американские горки,Zaporizhzhia,Governance;Economics;Civilian Life;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal,collaborator security;reconstruction,Reports Russian military advances; claims Ukrainian drone attack.,video/audio transcript
2026-05-06,Q2-2026,Вести с Алексеем Казаковым,Luhansk (LPR),Accountability and Legal,,Reports first public council meeting held at investigative committee office in Luhansk.,video/audio transcript
2026-05-06,Q2-2026,Вести с Алексеем Казаковым,Crimea/Sevastopol,Identity Culture and Religion;Education and Militarisation,,"Reports Black Sea Fleet veterans held personal victory parades in Sevastopol, including veteran Golubtsov who preserved memories of combat in poetry.",video/audio transcript
2026-05-06,Q2-2026,Вести с Алексеем Казаковым,Kherson,,,"Alleges Ukrainian forces shell civilian infrastructure in Kursk, Bryansk and Kherson oblasts.",video/audio transcript
2026-05-06,Q2-2026,Военный обозреватель,Crimea/Sevastopol,,,Claims five civilians killed in Ukrainian drone strike on Jankoy in Crimea.,text post
2026-05-06,Q2-2026,Время покажет,Zaporizhzhia,Civilian Life,,"Reports enemy ballistic rocket attacks hitting infrastructure in Dnipropetrovsk, Zaporizhzhia, Kharkiv and Poltava regions.",video/audio transcript
2026-05-06,Q2-2026,Время покажет,Zaporizhzhia,Economics;Civilian Life;Information Space,reconstruction,Reports Ukrainian attacks in Crimea; claims Ukraine violated ceasefire first.,video/audio transcript
2026-05-06,Q2-2026,Выпуск программы «Время»,Kherson;Zaporizhzhia,Governance,,Reports two killed in Kherson drone strikes; Russian official visited Zaporizhzhia despite security situation.,video/audio transcript
2026-05-06,Q2-2026,Выпуск программы «Время»,Crimea/Sevastopol,,,"Reports 53 Ukrainian drones destroyed over Crimea and other Russian regions overnight, according to military.",video/audio transcript
2026-05-06,Q2-2026,Дневник Десантника🇷🇺,Zaporizhzhia,Education and Militarisation;Front / SVO (non-Hub),strikes on civilians,Reports drone attacks; alleges civilian casualties including children.,text post
2026-05-06,Q2-2026,Донбасс решает,Donetsk (DPR),,,Warns of threat from Ukrainian attack drones in Donetsk.,text post
2026-05-06,Q2-2026,Донбасс решает,Luhansk (LPR),Civilian Life,,Reports installation of 340 new lighting poles on Donetsk-Makiivka-Torez highway route in DPR; 50km of roads to be lit this year.,text post
2026-05-06,Q2-2026,Донбасс решает,Luhansk (LPR),,,Reports eternal flame particle from Moscow's Kremlin gardens delivered to LPR for victory commemoration events.,video/audio transcript
2026-05-06,Q2-2026,Донбасс решает,Luhansk (LPR),Civilian Life,,Reports significant road maintenance progress in Luhansk with 150 kilometres of surfacing completed under 2026 contracts.,text post
2026-05-06,Q2-2026,Донбасс решает,Luhansk (LPR),Governance;Economics;Civilian Life,elections and referendum,"Historical note: Severodonetsk received city status on 6 May 1958, grown from small chemical town.",text post
2026-05-06,Q2-2026,Донбасс решает,Zaporizhzhia,Governance,,Reports on Zaporizhzhia nuclear facility and Energodar city developments.,text post
2026-05-06,Q2-2026,Донбасс решает,Zaporizhzhia,Governance,,Reports on Zaporizhzhia nuclear facility and Energodar city developments.,text post
2026-05-06,Q2-2026,Донбасс решает,Zaporizhzhia,Governance,,Reports that Ukrainian forces conducted fresh drone attacks on Energodar's administration building and residential areas.,text post
2026-05-06,Q2-2026,ИнформБюро,Zaporizhzhia,Governance;Coercion Resistance and Security,,Reports FSB detained four Ukrainian intelligence agents in Zaporizhzhia region for handling IED components.,video/audio transcript
2026-05-06,Q2-2026,Канал Рихарда Вагнера / Wagner Group,Zaporizhzhia,Accountability and Legal;Front / SVO (non-Hub),,Chronicles comprehensive strikes on Ukrainian territory 5-6 May 2026 across multiple regions including Zaporizhzhia.,video/audio transcript
2026-05-06,Q2-2026,Канал Рихарда Вагнера / Wagner Group,Crimea/Sevastopol,Governance,strikes on civilians,"Reports five civilians killed by Ukrainian drone attack on Dzhankoi, according to Crimea governor.",text post
2026-05-06,Q2-2026,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,,,Alleges 57th brigade of 5th army destroyed Ukrainian infantry in Zaporizhzhia oblast.,video/audio transcript
2026-05-06,Q2-2026,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,,,Alleges Lancet drone destroyed Ukrainian armoured vehicle in Zaporizhzhia oblast.,video/audio transcript
2026-05-06,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,,,Discusses Crimea as one of Russia's two major wine regions and its potential competition with Caucasus coastal vineyards.,video/audio transcript
2026-05-06,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Crimea/Sevastopol,Education and Militarisation,,Speaker recalls father's 1972-1982 role leading Crimean education system ranked first in Ukraine and second in Soviet Union.,video/audio transcript
2026-05-06,Q2-2026,Крым 24 | Новости Крыма и Севастополя,Kherson,Education and Militarisation,,Reports interview with woman volunteer from Kherson oblast who lost family members in conflict.,video/audio transcript
2026-05-06,Q2-2026,Лабиринт Карнаухова,Zaporizhzhia,Governance;Economics;Civilian Life;Identity Culture and Religion;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal,fuel;sabotage and partisans,"Broadcast commentary on opposition drone attacks, diplomatic developments regarding Iran negotiations.",video/audio transcript
2026-05-06,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Reports theatre actors found roles easy to perform; city recently served as major combat zone.,video/audio transcript
2026-05-06,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),,,Notes Nakhimov naval academy branch trains future officers in Mariupol.,video/audio transcript
2026-05-06,Q2-2026,МАРИУПОЛЬ 24,Donetsk (DPR),Governance,,Reports Russian politician's visit discussing 2014 events.,video/audio transcript
2026-05-06,Q2-2026,Место встречи,Zaporizhzhia,Governance;Coercion Resistance and Security,,Reports Ukraine rejected ceasefire; claims Ukraine attacked first.,video/audio transcript
2026-05-06,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),,,Reports installation of speed bumps on Theatre Square in Luhansk to encourage careful driving.,text post
2026-05-06,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Education and Militarisation,,Russian source reports over ten drones detected over Luhansk; mobile fire groups engage targets.,text post
2026-05-06,Q2-2026,НОВОСТИ ЛНР,Luhansk (LPR),Civilian Life,reconstruction,Reports summer decorative plants being planted in Luhansk parks and squares.,text post
2026-05-06,Q2-2026,Олег Лурье,Zaporizhzhia,Education and Militarisation;Front / SVO (non-Hub),fuel;strikes on civilians;strikes on military targets,Front-line situation report dated 6 May covering multi-sector combat operations and civilian casualties.,text post
2026-05-06,Q2-2026,Оперативные сводки,Zaporizhzhia,Governance;Civilian Life,reconstruction,Reports that Ukrainian forces attacked Energodar's administration and residential areas since morning; claims ongoing drone threat.,text post
2026-05-06,Q2-2026,Операция Z: Военкоры Русской Весны,Donetsk (DPR),,,"Reports large fire started after strike on target in Ukrainian-held Druzhkivka, DNR.",text post
2026-05-06,Q2-2026,Оплот ТВ,Donetsk (DPR),,,Notes improved healthcare in Donetsk towns and puppet theatre tour.,video/audio transcript
2026-05-06,Q2-2026,Повёрнутые на Z войне 🇷🇺,Luhansk (LPR),Education and Militarisation,,Philosophizes about war's impact on individual human resilience and confronting seemingly insurmountable circumstances.,text post
2026-05-06,Q2-2026,Политджойстик/Politjoystic,Zaporizhzhia,Governance;Civilian Life;Identity Culture and Religion;Education and Militarisation,,Reports on Zaporizhzhia nuclear facility and Energodar city developments.,text post
2026-05-06,Q2-2026,РОДИОН_МИРОШНИК,Crimea/Sevastopol,Civilian Life,strikes on civilians,"Reports five civilians died in drone attack on Dzhankoi, Crimea.",text post
2026-05-06,Q2-2026,Радио Sputnik,Zaporizhzhia,Governance,,Reports Rosatom meeting on Zaporizhzhia plant security.,video/audio transcript
2026-05-06,Q2-2026,Радио Sputnik,Zaporizhzhia,Governance,,References currently extinguishing administration building fire in Energodar during radio broadcast.,video/audio transcript
2026-05-06,Q2-2026,Радио Комсомольская Правда,Kherson;Zaporizhzhia,Front / SVO (non-Hub),,Reports Ukrainian sources listing territorial demands including Zaporizhzhia oblast and non-NATO membership.,video/audio transcript
2026-05-06,Q2-2026,Репортёр Руденко V,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Russian artillery claim destruction of Ukrainian fortified positions in Zaporizhzhia oblast.,text post
2026-05-06,Q2-2026,Репортёр Руденко V,Zaporizhzhia,,fuel;strikes on civilians,Reports Ukrainian attacks targeting Energodar nuclear facility.,text post
2026-05-06,Q2-2026,СОЛОВЬЁВ,Zaporizhzhia,Governance;Economics;Civilian Life;Identity Culture and Religion;Coercion Resistance and Security,collaborator security;sabotage and partisans,News summary listing various geopolitical developments including arrests and international diplomatic issues.,text post
2026-05-06,Q2-2026,СОЛОВЬЁВ,Zaporizhzhia,Governance;Civilian Life;Identity Culture and Religion,reconstruction,Reports on Zaporizhzhia nuclear facility and Energodar city developments.,video/audio transcript
2026-05-06,Q2-2026,СОЛОВЬЁВ,,Governance;Accountability and Legal,mobilisation and conscription,Official discusses benefits for children born after death of military personnel in special military operation.,video/audio transcript
2026-05-06,Q2-2026,Сегодня,Donetsk (DPR),,evacuation,Notes workers from Tambov and Orenburg transferred to seized Azovstal factory in Mariupol.,video/audio transcript
2026-05-06,Q2-2026,Соловьёв LIVE,Zaporizhzhia,Economics;Civilian Life;Identity Culture and Religion;Coercion Resistance and Security;Accountability and Legal;Front / SVO (non-Hub),electricity and power;reconstruction;strikes on military targets,Weather report discussing return cold during spring flowering as meteorological phenomenon or coincidence.,video/audio transcript
2026-05-06,Q2-2026,Союз Добровольцев Донбасса,Donetsk (DPR),,,Profile of fighter with callsign Vegan from Yenakieve who joined DPR forces.,video/audio transcript
2026-05-06,Q2-2026,Союз Добровольцев Донбасса,Donetsk (DPR),Front / SVO (non-Hub),,Notes tank unit brigade commander experienced difficult operations during Mariupol seizure in spring 2022.,video/audio transcript
2026-05-06,Q2-2026,Союз Добровольцев Донбасса,Donetsk (DPR),,,Reports soldier's combat initiation in operations.,video/audio transcript
2026-05-06,Q2-2026,ТалипоV 𝐎𝐧𝐥𝐢𝐧𝐞 🅉,Crimea/Sevastopol,,,Warns two NATO surveillance aircraft conducting joint reconnaissance over Crimea and Sevastopol.,text post
2026-05-06,Q2-2026,Телеканал 360,Kherson,Education and Militarisation,,Reports patriotic fire-sharing campaign by Russian popular front extending flames to war veterans and SVO participants in annexed territories.,video/audio transcript
2026-05-06,Q2-2026,Телеканал 360,,,,Announces Olympic torch reaching 71 regions including annexed areas and 14 foreign countries.,video/audio transcript
2026-05-06,Q2-2026,Телеканал «Миллет»,Crimea/Sevastopol,Governance,,Notes opening of a memorial square in Crimea in 2023 on orders of the Crimean State Council chairman.,video/audio transcript
2026-05-06,Q2-2026,Телеканал «Миллет»,Crimea/Sevastopol,,,Reports participation in tourist activities across attractions in Crimea region.,video/audio transcript
2026-05-06,Q2-2026,ЧВК Медиа,Kherson,Economics;Education and Militarisation;Front / SVO (non-Hub),strikes on civilians;strikes on military targets,"Russian account alleges ceasefire talks failed, claims attacks on Russian targets, reports ground advances and civilian casualties.",text post
2026-05-06,Q2-2026,Шейх Тамир,Kherson,,,Reports Russian drone laid flowers at Unknown Soldier memorial in Ukrainian-held Kherson territory on eve of Victory Day.,video/audio transcript
2026-05-06,Q2-2026,ЮГ LIVE💤,Zaporizhzhia,Governance;Coercion Resistance and Security;Information Space;Accountability and Legal,,Reports that four residents of Energodar collaborated with SBU and were involved in illegal circulation of explosive device components; FSB claims to have detained and charged them.,video/audio transcript
2026-05-06,Q2-2026,🇷🇺 Борода вещает Z,Crimea/Sevastopol,Governance,strikes on civilians,"Claims Ukrainian drones killed five civilians in Dzhankoi, Crimea, according to regional head.",text post
2026-05-06,Q2-2026,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Zaporizhzhia,Economics;Civilian Life;Education and Militarisation;Coercion Resistance and Security;Accountability and Legal,collaborator security;strikes on civilians,Reports FSB arrests of alleged saboteurs and opposition collaborators across multiple Russian cities.,video/audio transcript
2026-05-06,Q2-2026,"🇷🇺⚡️Сводки ополчения Новороссии Z.O.V. (ДНР, ЛНР, Украина, Война)",Zaporizhzhia,Coercion Resistance and Security;Information Space;Accountability and Legal,,Reports on Zaporizhzhia nuclear facility and Energodar city developments.,video/audio transcript
2026-05-07,Q2-2026,,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims rocket strike destroyed Ukrainian drone control point.,text post
2026-05-07,Q2-2026,,Zaporizhzhia,,strikes on military targets,Says Molniya-2 drone operators destroyed Ukrainian drone control points in Zaporizhzhia.,video/audio transcript
2026-05-07,Q2-2026,,Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims Grad multiple-launch rocket system destroyed Ukrainian drone control point.,video/audio transcript
2026-05-07,Q2-2026,,Zaporizhzhia,,,Reports resident destroyed Ukrainian drone using a hat in Zaporizhzhia oblast.,text post
2026-05-07,Q2-2026,,Crimea/Sevastopol,,,Describes wall of remembrance project documenting names of Sevastopol defenders.,video/audio transcript
2026-05-07,Q2-2026,,Crimea/Sevastopol,,,Historical account describes three defensive lines protecting Sevastopol at defence start despite limited construction time.,video/audio transcript
2026-05-07,Q2-2026,,Crimea/Sevastopol,,,Quotes remarks on patriotic singing and knowing local history during wartime in Sevastopol.,video/audio transcript
2026-05-07,Q2-2026,,Crimea/Sevastopol,,,Reports air alert issued for Sevastopol region from Neptune cruise missile threat.,text post
2026-05-07,Q2-2026,,Crimea/Sevastopol,,,Reports Raid in Sevastopol open; confirms transport department announcement.,text post
2026-05-07,Q2-2026,,Crimea/Sevastopol,Education and Militarisation,,Announces rocket danger in Crimean Republic through alert service link.,text post
2026-05-07,Q2-2026,,Crimea/Sevastopol,Governance,,Announces Aleksei Kudinov appointed to housing and utilities ministry in Crimea.,text post
2026-05-07,Q2-2026,,Kherson,Civilian Life,,Reports wounded child from Kherson region transferred to Moscow hospital for treatment.,text post
2026-05-07,Q2-2026,,Kherson,Front / SVO (non-Hub),strikes on military targets,Reports Russian drone operators attacking Ukrainian personnel vehicles mortars Kherson surrounding areas.,text post
2026-05-07,Q2-2026,,Kherson,,,Incoherent vulgar post appears to reference constructed observation positions in Kherson region.,video/audio transcript
2026-05-07,Q2-2026,60 минут,Zaporizhzhia,,,Reports Russian aviation launching guided aerial bombs at Zaporizhzhia and Kharkiv regions at dawn.,video/audio transcript
2026-05-07,Q2-2026,Donrf,Crimea/Sevastopol,,,Brief reference to missile-related news from Crimea.,text post
2026-05-07,Q2-2026,MilitaryMaps | Z 🇷🇺,Zaporizhzhia,,,Reports civilian shot down Ukrainian drone with hat in Zaporizhzhia region.,text post
2026-05-07,Q2-2026,ZАПИСКИ VЕТЕРАНА,Zaporizhzhia,Governance;Civilian Life;Education and Militarisation;Coercion Resistance and Security,strikes on civilians;strikes on military targets,Announces infrastructure development and modernised public facilities and spaces.,text post
2026-05-07,Q2-2026,АГС_Донбасса,Donetsk (DPR),Governance;Education and Militarisation;Accountability and Legal,,Reports DPR schoolchildren took history test on DPR knowledge and Russian spring.,video/audio transcript
2026-05-07,Q2-2026,Большая игра,Kherson,,strikes on military targets,Discusses speculative security concerns reports Russian military strikes across Ukrainian territory.,video/audio transcript
2026-05-07,Q2-2026,ВЯЧЕСЛАВ НИКОНОВ,Crimea/Sevastopol,Accountability and Legal,,Claims Latvia incident results from Crimea aggression against Ukraine and consequences for Baltic state.,video/audio transcript
2026-05-07,Q2-2026,Вести с Алексеем Казаковым,Kherson,,,Reports Russian drone operators delivered flowers to Soviet Unknown Soldier grave on occupied Kherson bank using FPV copter.,video/audio transcript
2026-05-07,Q2-2026,Время покажет,Crimea/Sevastopol,,,References unspecified responses regarding Sevastopol and Crimea.,video/audio transcript
2026-05-07,Q2-2026,Выпуск программы «Время»,Crimea/Sevastopol,,,Notes Yulia Peresild played legendary sniper Ludmila Pavlichenko in Sevastopol Battle film.,video/audio transcript
2026-05-07,Q2-2026,Выпуск программы «Время»,Crimea/Sevastopol,,,"Lists news broadcasters Katcenko, Melianova, Ivanoff, Klishin, Yusupoff, and Tikhonoff reporting from Crimea and Sevastopol.",video/audio transcript
2026-05-07,Q2-2026,Дмитрий Пучков,Crimea/Sevastopol,Governance,,Military analyst discusses capturing Sevastopol in context of strategic redeployment and southern operations.,video/audio transcript
2026-05-07,Q2-2026,Донбасс Сегодня,Donetsk (DPR),,strikes on military targets,Reports air defence system destroyed one enemy drone over past 24 hours.,text post
2026-05-07,Q2-2026,Донбасс решает,Kherson;Zaporizhzhia,Front / SVO (non-Hub),strikes on military targets,Claims drone strikes destroyed Ukrainian positions and equipment in Zaporizhzhia and Kherson regions.,text post
2026-05-07,Q2-2026,Донбасс решает,Luhansk (LPR),,,Reports Rosgvardiya destroyed six alleged Ukrainian aircraft-type UAVs in LNR in single day.,text post
2026-05-07,Q2-2026,Донбасс решает,Donetsk (DPR);Zaporizhzhia,Civilian Life,,Not included in file.,text post
2026-05-07,Q2-2026,Донбасс решает,Donetsk (DPR),Governance;Civilian Life,,"Announces sports facility developments in Mariupol, including water sports and stadium renovations with support from Russian officials.",text post
2026-05-07,Q2-2026,Донбасс решает,Zaporizhzhia,Governance;Civilian Life,reconstruction,"Reports that Ukrainian forces attacked Energodar for third consecutive day, targeting municipal infrastructure and residential areas.",text post
2026-05-07,Q2-2026,Железная логика,Zaporizhzhia,Governance;Civilian Life;Identity Culture and Religion;Coercion Resistance and Security;Accountability and Legal,electricity and power;fuel;reconstruction,Reports negotiations regarding Crimean Victory Day parade security and discusses Lviv drone strikes.,video/audio transcript
2026-05-07,Q2-2026,ИЗОЛЕНТА live,,Economics;Civilian Life;Identity Culture and Religion;Education and Militarisation;Front / SVO (non-Hub),,States broadcast opening with viewer engagement.,video/audio transcript
2026-05-07,Q2-2026,Кирилл Фёдоров / Война История Оружие,Zaporizhzhia,,,Reports Russian brigade shot down heavy drones over Zaporizhzhia oblast airspace.,text post
